Name,Fulladdress,Municipality,Categories,Time Zone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image
Happy Laundry,"Jl. Mangga Besar V No.279A 2, RT.1/RW.4, Mangga Besar, Kec. Taman Sari, Kota Jak","RT.1/RW.4, Mangga Besar",Layanan Binatu,Asia/Jakarta,None,NO,48.0,4.1,https://search.google.com/local/reviews?placeid=ChIJidfYsv31aS4RIGwKb3ElxsA&q=la,https://www.google.com/maps?cid=13890831269795359776,-6.1426358,106.8206843,None,None,"Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipOLMMzt2YkRGg9w0HZ1vTTH0InK9bDVjb2rZ76W
Flying Phoenix Laundry Tamansari,"Apartment Tamansari Semanggi Tower B Lantai GF Retail 11, Jl. Akri No.134, Jakar",Jl. Akri No.134,Layanan Binatu,Asia/Jakarta,"0817-4166-899, +62 817-4166-899",YES,12.0,4.4,https://search.google.com/local/reviews?placeid=ChIJ3f6Rc_3zaS4RRM1MT-f6L0I&q=la,https://www.google.com/maps?cid=4769306401783467332,-6.2268248,106.819313,http://www.flyingphoenixlaundry.com/,flyingphoenixlaundry.com,"Minggu: [07.00-21.30], Senin: [07.00-21.30], Selasa: [07.00-21.30], Rabu: [10.00",https://lh5.googleusercontent.com/p/AF1QipOAW5gXWrSJaHQ3bKsN-lFX4g8PJCHORh0ljZOX
SIJUGUL LAUNDRY JEMPUT ANTAR,"RT.7/RW.5, Keagungan, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota",Kec. Taman Sari,Layanan Binatu,Asia/Jakarta,"0852-1266-5693, +62 852-1266-5693",NO,40.0,5.0,https://search.google.com/local/reviews?placeid=ChIJR6UxAgD3aS4RlsZGLQ4GIqg&q=la,https://www.google.com/maps?cid=12115252605538977430,-6.1505005,106.8165171,None,None,"Minggu: [07.00-17.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOZlJTGfo1k0sTIJTcXDeNJptNFSn4CNSuWlsD7
Drip n Dry Laundry,"Mangga Besar IV E no. 7CE, RT.6/RW.1, Taman Sari, West Jakarta City, Jakarta 111","RT.6/RW.1, Taman Sari",Binatu,Asia/Jakarta,"0878-7673-5888, +62 878-7673-5888",YES,19.0,4.8,https://search.google.com/local/reviews?placeid=ChIJ55S6xIH1aS4RJ0R_9bBhVpU&q=la,https://www.google.com/maps?cid=10760895772309275687,-6.1511651,106.8236167,None,None,"Minggu: [Tutup], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00-19.00",https://lh5.googleusercontent.com/p/AF1QipNv-SNFIPanaCuQEXxz9cAP0eBOsyTk4qQ2FyAm
"DaVien Laundry Satuan, Kiloan, Dry Clean & Sepatu (One Day Service)","Jl. Taman Sari VI No.15A, Maphar, Kec. Taman Sari, Kota Jakarta Barat, Daerah Kh",Maphar,Layanan Binatu,Asia/Jakarta,"0878-1999-0610, +62 878-1999-0610",YES,14.0,5.0,https://search.google.com/local/reviews?placeid=ChIJD3bTPRX1aS4RHwX8Y_5Oync&q=la,https://www.google.com/maps?cid=8631798490315097375,-6.1577704,106.8259254,https://instagram.com/davienlaundry?igshid=NTc4MTIwNjQ2YQ==,instagram.com,"Minggu: [Tutup], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00-18.00",https://lh5.googleusercontent.com/p/AF1QipPB0GFn2eKYkGNvFoLPbMbKFmPBd1a_h_MM7kAf
Mamao Laundry,"Jl. Kemenangan III No.18 1, RT.3/RW.2, Glodok, Kec. Taman Sari, Kota Jakarta Bar","RT.3/RW.2, Glodok",Binatu,Asia/Jakarta,"0822-9888-4000, +62 822-9888-4000",YES,19.0,5.0,https://search.google.com/local/reviews?placeid=ChIJXbnkZ273aS4RF8SuP999-oI&q=la,https://www.google.com/maps?cid=9437994366907892759,-6.1446453,106.8119584,None,None,"Minggu: [Tutup], Senin: [07.15-19.00], Selasa: [07.15-19.00], Rabu: [07.15-17.00",https://lh5.googleusercontent.com/p/AF1QipMwe8qOptddLnWSQDwCkqf-e83k1Da2yUe1y9dm
HOPE Laundry,"Jl. Kemurnian I No.115, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khus",Glodok,Binatu,Asia/Jakarta,"0857-1773-9130, +62 857-1773-9130",YES,16.0,4.6,https://search.google.com/local/reviews?placeid=ChIJnzo0hKD3aS4REmK-i0ZEKLI&q=la,https://www.google.com/maps?cid=12837585807602508306,-6.1439273,106.8131638,None,None,"Minggu: [10.00-21.00], Senin: [10.00-21.00], Selasa: [10.00-21.00], Rabu: [10.00",https://lh5.googleusercontent.com/p/AF1QipNypyjrF-ye3h3QaWMJHUnUQO7HC-NImFAeQh2W
Laundry Orens semanan,"Jl. Semanan Raya No.4, RT.9/RW.8, Semanan, Kec. Kalideres, Kota Jakarta Barat, D","RT.9/RW.8, Semanan",Layanan Binatu,Asia/Jakarta,"0813-8535-1919, +62 813-8535-1919",YES,37.0,5.0,https://search.google.com/local/reviews?placeid=ChIJr7inDTr4aS4RbDs4JJALmqM&q=la,https://www.google.com/maps?cid=11788747688306555756,-6.1694293,106.7070736,None,None,"Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipNq6JIkBHhYHwOeQyhHSQb0-ufpLVdwhWAmlOar
Laundry Jembatan Besi Beehive Laundry,"Jl. Jembatan Besi Raya No.3A, Jemb. Besi, Kec. Tambora, Kota Jakarta Barat, Daer",Jemb. Besi,Layanan Binatu,Asia/Jakarta,"0819-5288-7999, +62 819-5288-7999",YES,46.0,4.7,https://search.google.com/local/reviews?placeid=ChIJJ7gT_Kj3aS4R1hlaZ3h0mVc&q=la,https://www.google.com/maps?cid=6312204413215316438,-6.1520511,106.79897,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipP4_u59BenI6VXEI0G_xAjJBjWU6Ynn7Jj8aLm-
Edelwosh Laundry,"Jl. Mesjid Pekojan I No.2b, Pekojan, Kec. Tambora, Kota Jakarta Barat, Daerah Kh",Pekojan,Layanan Binatu,Asia/Jakarta,"0819-9502-1818, +62 819-9502-1818",YES,67.0,5.0,https://search.google.com/local/reviews?placeid=ChIJTX3Jb8H3aS4R-CLElSTbDUk&q=la,https://www.google.com/maps?cid=5264104489643942648,-6.139867,106.8032248,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMcllq6VySYhIBpqaOvStIh0lOmx8GAePa4kFoL
LaundryKlin Kota Tua,"Jl. Roa Malaka Utara No.15, RT.6/RW.3, Roa Malaka, Kec. Tambora, Kota Jakarta Ba","RT.6/RW.3, Roa Malaka",Layanan Binatu,Asia/Jakarta,"0811-2306-664, +62 811-2306-664",YES,28.0,4.6,https://search.google.com/local/reviews?placeid=ChIJK_oWP-b1aS4R1ode34JTD-w&q=la,https://www.google.com/maps?cid=17009906139160020950,-6.1326556,106.8093422,http://laundryklin.com/,laundryklin.com,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO7QLvqO7bQi7HZHIWDOXTpQZyHac3KMsajPeJw
Joyful Laundry,"Jl. Bandengan Utara I No.21 A, RT.4/RW.11, Pekojan, Tambora, West Jakarta City, ","RT.4/RW.11, Pekojan",Binatu,Asia/Jakarta,"0856-9232-3330, +62 856-9232-3330",YES,20.0,5.0,https://search.google.com/local/reviews?placeid=ChIJRfcbADcdai4RT_aqnF5clLo&q=la,https://www.google.com/maps?cid=13444472349032904271,-6.1346944,106.8036207,https://www.joyful.id/,joyful.id,"Minggu: [06.30-18.30], Senin: [06.30-18.30], Selasa: [06.30-18.30], Rabu: [06.30",https://lh5.googleusercontent.com/p/AF1QipPJ10ywqC2qnp-X-Suh-cyJXJD5NLHLLzDXjhB4
D'Laundry Marvel Coin,"Jl. Tambora III No.27B, RT.8/RW.3, Tambora, Kec. Tambora, Kota Jakarta Barat, Da","RT.8/RW.3, Tambora",Binatu Cucian Kering,Asia/Jakarta,None,NO,9.0,4.9,https://search.google.com/local/reviews?placeid=ChIJMS5Wfg_2aS4RJghBmaANJOI&q=la,https://www.google.com/maps?cid=16295164335150401574,-6.146438799999999,106.8090482,None,None,"Minggu: [00.00-06.00, 07.30-00.00], Senin: [00.00-02.00, 07.30-00.00], Selasa: [",https://lh5.googleusercontent.com/p/AF1QipNF1p5QO8fMV-92RJn3l-D28Crtk_WhME6j2OFt
Laundry City,"Jl. Krendang Utara No.8 A, RT.5/RW.4, Krendang, Kec. Tambora, Kota Jakarta Barat","RT.5/RW.4, Krendang","Binatu, Layanan Binatu",Asia/Jakarta,"0821-1385-2211, +62 821-1385-2211",YES,17.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ8xZo-nj3aS4RoS_ovNNYQvg&q=la,https://www.google.com/maps?cid=17888958336299708321,-6.147905499999999,106.8059177,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNBM5LryFQdomUytNI7nXeW-4NftnWLv_Yj2j_F
Jamblang Laundry,"Jl. Duri Selatan V No.12, RT.12/RW.3, Duri Sel., Kec. Tambora, Kota Jakarta Bara","RT.12/RW.3, Duri Sel.",Binatu,Asia/Jakarta,"0895-3324-63626, +62 895-3324-63626",YES,16.0,4.5,https://search.google.com/local/reviews?placeid=ChIJ6WKXqG32aS4RvEw64kroozc&q=la,https://www.google.com/maps?cid=4009303501610568892,-6.160281899999999,106.804304,None,None,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNTckXiyc7qQFyjbmLkcX7Ik7sUn1mzZ0iCKzcC
Lawyer Laundry,"Jl. Krendang Tengah Gg. Kincir, RT.no74d rt5/RW.5, Krendang, Kec. Tambora, Jakar","RT.no74d rt5/RW.5, Krendang","Binatu, Binatu Cucian Kering",Asia/Jakarta,"0821-2248-1778, +62 821-2248-1778",YES,15.0,4.9,https://search.google.com/local/reviews?placeid=ChIJZajkLOv3aS4RWiN6NiPhTjA&q=la,https://www.google.com/maps?cid=3480967103358051162,-6.1501299,106.8036702,None,None,"Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipOJvmaATADaCT4oiDFJP0hfF23OUKVnibGQ8D_f
Laundry Termurah,"Jl. Jembatan Besi VIII No.11 1, RT.11/RW.6, Jemb. Besi, Kec. Tambora, Kota Jakar","RT.11/RW.6, Jemb. Besi",Binatu,Asia/Jakarta,None,NO,13.0,5.0,https://search.google.com/local/reviews?placeid=ChIJmc3h7xT2aS4RgVFHwn0hmiQ&q=la,https://www.google.com/maps?cid=2637457355792929153,-6.1549613,106.7979873,None,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fz0M2IDrTgNgXTHtg
HeiHei Laundry,"Jl. Jembatan Besi VIII No.12B, Jemb. Besi, Kec. Tambora, Kota Jakarta Barat, Dae",Jemb. Besi,"Layanan Binatu, Binatu",Asia/Jakarta,None,YES,12.0,5.0,https://search.google.com/local/reviews?placeid=ChIJhQ3BM-H3aS4RsHqgVEfhE0o&q=la,https://www.google.com/maps?cid=5337857679842900656,-6.154381,106.79789,None,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipNKYGgNx685CGCAE6m-95vlFVLQp8JtMWbdv5bl
Wishi Washi Laundry,"Ruko Palm Crown, Jl. Taman Surya 5 No.16 Blok HH4, Pegadungan, Kec. Kalideres, K",Jl. Taman Surya 5 No.16 Blok HH4,Layanan Binatu,Asia/Jakarta,"0819-5997-5110, +62 819-5997-5110",YES,84.0,4.9,https://search.google.com/local/reviews?placeid=ChIJjdn02xEDai4RCHS34V9cEJs&q=la,https://www.google.com/maps?cid=11173532242384745480,-6.1358507,106.7090082,https://instagram.com/wishiwashi.laundry?igshid=1t08q2pliw0qg,instagram.com,"Minggu: [07.30-19.30], Senin: [07.30-19.30], Selasa: [07.30-19.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipOklPb0fblmhy-zGeIUF5Oj1N2BfBC199vvGvsW
Home Laundry Kalideres,"Perum, Jl. Kalideres Permai G1 No.33, RT.3/RW.14, Kalideres, Kec. Kalideres, Kot","RT.3/RW.14, Kalideres","Layanan Binatu, Binatu",Asia/Jakarta,"0813-1041-1587, +62 813-1041-1587",YES,18.0,4.9,https://search.google.com/local/reviews?placeid=ChIJFxaojUT5aS4RSceKfXaMfKM&q=la,https://www.google.com/maps?cid=11780445165834651465,-6.1488247,106.7057806,None,None,"Minggu: [Tutup], Senin: [09.00-19.00], Selasa: [09.00-19.00], Rabu: [09.00-19.00",https://lh5.googleusercontent.com/p/AF1QipMbIKmCn3ccBV2VgqgoY0aDOdN10158tDeu4esT
Cuci&Co,"Jl Tampak Siring Raya Blok KJD no 2, RT.8/RW.12, Kalideres, Jakarta, Kota Jakart","RT.8/RW.12, Kalideres",Binatu,Asia/Jakarta,None,YES,40.0,4.6,https://search.google.com/local/reviews?placeid=ChIJ0xLUN8b5aS4R89g1etqPQrw&q=la,https://www.google.com/maps?cid=13565563196109347059,-6.1493193,106.7146718,None,None,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipP37dsy_DdmHHQX3k3X6yzF6kUM2M8EzPJj2G32
Wishi Washi Laundry,"Jl. Kebahagian, Ruko, Jl. Citra II No.i1 no. 11, Pegadungan, Kec. Kalideres, Dae",Jl. Citra II No.i1 no. 11,Layanan Binatu,Asia/Jakarta,"0819-1826-0139, +62 819-1826-0139",YES,71.0,5.0,https://search.google.com/local/reviews?placeid=ChIJdXXwlR8Dai4RT0j0l9QYwYc&q=la,https://www.google.com/maps?cid=9782127166986930255,-6.1437743,106.7069911,https://instagram.com/wishiwashi.laundry?igshid=NzAzN2Q1NTE=,instagram.com,"Minggu: [07.30-19.30], Senin: [07.30-19.30], Selasa: [07.30-19.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipOQkTrm8LEZbr2guy_Oc0YJIiXWybYHZcVssYDY
Wishi Washi Laundry,"Taman Surya 3 Blok J2 No.9 Kalideres, RT.9/RW.15, Pegadungan, Kalideres, West Ja","RT.9/RW.15, Pegadungan",Layanan Binatu,Asia/Jakarta,"0878-9888-6215, +62 878-9888-6215",YES,43.0,4.7,https://search.google.com/local/reviews?placeid=ChIJN6OIkNQDai4RRkqIl34NKvM&q=la,https://www.google.com/maps?cid=17521832137597667910,-6.1333221,106.7166425,https://instagram.com/wishiwashi.laundry?igshid=1t08q2pliw0qg,instagram.com,"Minggu: [07.30-19.30], Senin: [07.30-19.30], Selasa: [07.30-19.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipNFw8mZo6H7W2knMfzYrEeaC0-3xImr9qZxJVGY
Lovely Laundry,"Perumahan Daan Mogot baru Jl. Gilimanuk No.43 A blok JD, Kalideres, Kec. Kalider",Kalideres,Binatu,Asia/Jakarta,"0812-8787-878, +62 812-8787-878",YES,17.0,4.6,https://search.google.com/local/reviews?placeid=ChIJvTUAORD4aS4Rr1fsPQb-gXA&q=la,https://www.google.com/maps?cid=8107040107005761455,-6.1505915,106.709681,None,None,"Minggu: [07.00-17.00], Senin: [07.00-19.00], Selasa: [07.00-19.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPuQ8ximm64NP2jQd8BF5TInByZsv6Q8H_TEmY=
La Petite Laundry - Satuan & Kiloan,"Jl. Alam Raya, J1 Citra Garden 1 No.3, Kalideres, Kota Jakarta Barat, Daerah Khu",J1 Citra Garden 1 No.3,Layanan Binatu,Asia/Jakarta,"0815-1100-0760, +62 815-1100-0760",YES,24.0,4.8,https://search.google.com/local/reviews?placeid=ChIJu0pfX4z5aS4RYtUIYhuQtcU&q=la,https://www.google.com/maps?cid=14246451443539694946,-6.145061699999999,106.6972313,https://lapetitelaundry.com/,lapetitelaundry.com,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNej8tCzRP-ni5b25bbf4BameZEyr-hWgam03RK
Laundry Kiloan Sepatu dan Tas Kalideres,"Jl. Citra 7 No.8A Blok E3, RT.7/RW.11, Kalideres, Jakarta, Kota Jakarta Barat, D","RT.7/RW.11, Kalideres",Layanan Binatu,Asia/Jakarta,"0878-8500-8672, +62 878-8500-8672",YES,14.0,4.7,https://search.google.com/local/reviews?placeid=ChIJhztZFb35aS4ROH6nyrX7r-E&q=la,https://www.google.com/maps?cid=16262493537665777208,-6.1460579,106.7003856,None,None,None,https://lh5.googleusercontent.com/p/AF1QipPvYXHunaTerT-py6AVUY4F5_Kn2WBn8HUkrkTL
Wishi Washi Laundry,"Jl. Raya Citra Garden 3 No.3 Blok B24, RT.1/RW.13, Pegadungan, Kalideres, West J","RT.1/RW.13, Pegadungan",Layanan Binatu,Asia/Jakarta,"0877-8883-8299, +62 877-8883-8299",YES,66.0,4.9,https://search.google.com/local/reviews?placeid=ChIJyd7hHiADai4RI0n9zOgxZ2Y&q=la,https://www.google.com/maps?cid=7378921390411172131,-6.126994,106.7054561,https://www.instagram.com/wishiwashi.laundry/,instagram.com,"Minggu: [07.30-19.30], Senin: [07.30-19.30], Selasa: [07.30-19.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipPC4gcKOQgzT9S6Dwv7J9sTTLIVYD7FGXratK4J
KOTAK LAUNDRY,"Taman Surya II Blok A1 no 5, RT.1/RW.9, Pegadungan, Kalideres, West Jakarta City","RT.1/RW.9, Pegadungan",Layanan Binatu,Asia/Jakarta,None,YES,150.0,4.9,https://search.google.com/local/reviews?placeid=ChIJe1LDjXYDai4R82HGeOKDruo&q=la,https://www.google.com/maps?cid=16910598659534905843,-6.1369434,106.7165637,https://kotaklaundry.com/,kotaklaundry.com,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMw0q7p-e7ln7G7IHUngrYoasyFmxz0o6CNj0TH
"MULIFAH LAUNDRY EXPRESS, KILOAN, SATUAN, Hotel, Apartemen, kos, Antar Jemput GRA","Jl. H. Mading Gg. H. Limin 1 No.1, RT.10/RW.2, Kembangan Utara, Kec. Kembangan, ","RT.10/RW.2, Kembangan Utara","Layanan Binatu, Binatu Cucian Kering, Binatu",Asia/Jakarta,None,YES,32.0,4.6,https://search.google.com/local/reviews?placeid=ChIJbX3BpHf3aS4R2iBrdsCwp0c&q=la,https://www.google.com/maps?cid=5163289838470504666,-6.1812114,106.737252,None,None,"Minggu: [08.00-22.30], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPreltyxFOWpghJZGGY3WmLGqMKeJ7RlvpYOS8H
Laundry@container - Puri Kembangan,"sblh Alfamidi sa82, Jl. Puri Kembangan Jl. Puri Indah Raya No.14, RT.6/RW.8, Kem",Jl. Puri Kembangan Jl. Puri Indah Raya No.14,"Layanan Binatu, Binatu Cucian Kering, Binatu",Asia/Jakarta,"0811-8136-535, +62 811-8136-535",YES,29.0,3.9,https://search.google.com/local/reviews?placeid=ChIJx8_cqTP3aS4RNx5ITIj8bBg&q=la,https://www.google.com/maps?cid=1760059216720567863,-6.1812726,106.7505076,http://www.maytag.com/,maytag.com,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipP9FM1DNOJntRI4WNUNwv_v_jXwyFK8lQkQBCdi
aQualis Laundry & Green Dry Clean - Puri Kembangan,"Jl. Raya Puri Kembangan No.10, samping BarberHut Puri No.03, RT.4/RW.8, Kembanga",samping BarberHut Puri No.03,Layanan Binatu,Asia/Jakarta,"0813-8226-3385, +62 813-8226-3385",YES,21.0,4.9,https://search.google.com/local/reviews?placeid=ChIJ8T8xG5H3aS4RFsaQJP9OpMI&q=la,https://www.google.com/maps?cid=14025421997275661846,-6.180778999999999,106.7501134,http://www.aqualisfabricare.com/,aqualisfabricare.com,"Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00-17.00",https://lh5.googleusercontent.com/p/AF1QipNKN9ubdZXuqFa-d4x52zcvIH3DFnGLYnU4vg5k
ZELDA LAUNDRY,"Jl. Mesjid At-Taqwa No.3, RT.3/RW.2, Kembangan Utara, Kec. Kembangan, Kota Jakar","RT.3/RW.2, Kembangan Utara",Layanan Binatu,Asia/Jakarta,"0812-9962-7753, +62 812-9962-7753",YES,47.0,5.0,https://search.google.com/local/reviews?placeid=ChIJafDA24X3aS4RTrju_A5_Dx8&q=la,https://www.google.com/maps?cid=2238147242176198734,-6.176274599999999,106.7372417,None,None,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOYrUyficfiKlY6S4gcR7fm5XCUEh9VvcCadBBx
JS LAUNDRY Permata Buana,"Samping Bank Mandiri, Jl. Pulau Bira III Blok D1 no 48, RT.13/RW.9, Kembangan Ut",Jl. Pulau Bira III Blok D1 no 48,Layanan Binatu,Asia/Jakarta,"0812-1237-6088, +62 812-1237-6088",YES,33.0,4.9,https://search.google.com/local/reviews?placeid=ChIJg47edUb3aS4RAAQdEXrqjZ4&q=la,https://www.google.com/maps?cid=11425045639702840320,-6.1713746,106.7461129,None,None,"Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipM0YAS4rR4B85UlrSWrsiXNkJaxxMRUbB571XS_
MaXpress coin Laundry,"Jl. Srengseng Raya No.99A, Srengseng, Kec. Kembangan, Kota Jakarta Barat, Daerah",Srengseng,Layanan Binatu,Asia/Jakarta,"0811-1726-292, +62 811-1726-292",YES,140.0,4.9,https://search.google.com/local/reviews?placeid=ChIJO2qVtjr3aS4RV-BNb3Grwmg&q=la,https://www.google.com/maps?cid=7548784429113401431,-6.210521,106.759005,None,None,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOj_jHg-ffNKkw_CozCcjr1ZdgJbeEATl8HHMfJ
Shoes and Care Puri KembanganBaru,"RP8P+558, Jl. Kembangan Utara, RT.8/RW.2, Kembangan Utara, Kec. Kembangan, Kota ",Jl. Kembangan Utara,Layanan Binatu,Asia/Jakarta,"0851-7448-9091, +62 851-7448-9091",YES,41.0,5.0,https://search.google.com/local/reviews?placeid=ChIJzxWDY_z3aS4Ri5p1oEy-vEA&q=la,https://www.google.com/maps?cid=4664812550367845003,-6.1845438,106.7354705,None,None,"Minggu: [11.00-22.00], Senin: [11.00-22.00], Selasa: [11.00-22.00], Rabu: [11.00",https://lh5.googleusercontent.com/p/AF1QipMHH1AzjBmi5CrHKQuEFoJnEqiStQTd0rLkAsUL
VIRGI LAUNDRY,"Pondok Cabe, Jl KH. Hasyim Pd. Cabe No.4 4, RT.4/RW.1, Kembangan Utara, Kec. Kem",Jl KH. Hasyim Pd. Cabe No.4 4,Layanan Binatu,Asia/Jakarta,"0813-1864-9566, +62 813-1864-9566",YES,80.0,4.9,https://search.google.com/local/reviews?placeid=ChIJk_lF_tn3aS4RKV8usxoz8g4&q=la,https://www.google.com/maps?cid=1076979450663296809,-6.1828786,106.7314544,None,None,"Minggu: [07.00-23.00], Senin: [07.00-23.00], Selasa: [07.00-23.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMsMZurnAn6T0ORFAqp0eP1ZE4vPjvjDeR6w0Nj
Rewash Smart Laundry Puri Park View,"Apartement Puri Park View, Kios CB Lantai 1 No. 28, RT.9/RW.6, Kec. Kembangan, K",RT.9/RW.6,Layanan Binatu,Asia/Jakarta,"0819-9444-6413, +62 819-9444-6413",YES,24.0,4.8,https://search.google.com/local/reviews?placeid=ChIJS4DuGS33aS4R5tVmKmIoht0&q=la,https://www.google.com/maps?cid=15962490331344590310,-6.1922012,106.7559673,https://www.instagram.com/rewashid/,instagram.com,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPjTDFyhECPV-R1c6a9abL0-dcJ5OeAeLEwbaBM
Fathan laundry pulau tidung,"6F2W+P8G Pasar malem, Pulau Tidung, Kec. Kepulauan Seribu Sel., Kab. Administras",Pulau Tidung,Binatu Cucian Kering,Asia/Jakarta,"0857-7171-7420, +62 857-7171-7420",NO,None,None,None,https://www.google.com/maps?cid=9226756633549051231,-5.7981959,106.4958377,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMU3lyfUyikMvNCtucbMMk2rZVCWVM_ufMO7czt
Mosi Laundry PIK2,None,None,"Layanan Binatu, Service establishment",Asia/Jakarta,"0899-2282-221, +62 899-2282-221",YES,None,None,None,https://www.google.com/maps?cid=10180651609397448715,-6.0440666,106.690179,None,None,"Minggu: [12.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",None
Q'Laundry Jl. Tanah Pasir No. 5 Rt.001 Rw. 09 Kel. Penjaringan Jakarta Utara,"Jl. Tanah Pasir Dalam No.5, RT.1/RW.9, Penjaringan, Kec. Penjaringan, Jkt Utara,","RT.1/RW.9, Penjaringan",Binatu,Asia/Jakarta,None,NO,5.0,3.6,https://search.google.com/local/reviews?placeid=ChIJERZnNiAdai4R6-I7LJuAcxg&q=la,https://www.google.com/maps?cid=1761893283182404331,-6.1298369,106.8007538,None,None,"Minggu: [09.00-22.00], Senin: [09.00-22.00], Selasa: [Tutup], Rabu: [09.00-22.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m1XXKrYoAT8zyYuSZ
QLaundry,"Jl. Tanah Pasir No.39, RT.3/RW.7, RW07, Kec. Penjaringan, Jkt Utara, Daerah Khus","RT.3/RW.7, RW07",Binatu,Asia/Jakarta,"0878-7575-4959, +62 878-7575-4959",YES,None,None,None,https://www.google.com/maps?cid=1934472051819159167,-6.1296315,106.8006621,None,None,"Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RZdI1glMnWhxAQ0Xc
